"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"broken","Sun Jan 28 23:10:07 COT 2024","Sun Jan 28 23:10:32 COT 2024","25332","","buy-ticket","","","","Buy ticket cinemark with new created user account",""
